1,2,2,1.2
1,2,1,1
1,1,1,1.9
1,1,2,1
1,10,2,1
1,10,1,1
2,4,1,1
2,4,2,1
2,3,2,1
2,3,1,0.02
2,9,1,0.02
2,9,2,1
3,6,3,1.37
3,6,2,4.11
3,6,1,4.53
3,7,1,3.44
3,7,2,2.25
3,7,3,2.5
3,5,1,0.8
3,5,2,2
3,5,3,1.5
3,8,3,0.79
3,8,2,7.92
3,8,1,1.29
4,12,3,1
4,12,2,0.01
4,12,1,1
4,13,1,1
4,13,2,1
4,13,3,1
4,11,3,0.2
4,11,2,1
4,11,1,0.01
4,14,3,0.01
4,14,2,1
4,14,1,0.3
5,18,3,0.6
5,18,2,1
5,18,1,0.9
5,16,1,0.6
5,16,2,1
5,16,3,0.9
5,15,3,0.6
5,15,2,1
5,15,1,0.9
5,17,3,0.6
5,17,2,1
5,17,1,0.9
